match_id,winner_home_or_away,winner_team_name,home_score,away_score,home_substitutions,away_substitutions,red_cards,matchweek,home_name,home_starters_0,home_starters_1,home_starters_2,home_starters_3,home_starters_4,home_starters_5,home_starters_6,home_starters_7,home_starters_8,home_starters_9,home_starters_10,home_subs_0,home_subs_1,home_subs_2,home_subs_3,home_subs_4,home_subs_5,home_subs_6,home_subs_7,home_subs_8,home_possession,home_shots_on_target,home_shots,home_touches,home_passes,home_tackles,home_clearances,home_corners,home_offsides,home_yellow_cards,home_fouls_conceded,away_name,away_starters_0,away_starters_1,away_starters_2,away_starters_3,away_starters_4,away_starters_5,away_starters_6,away_starters_7,away_starters_8,away_starters_9,away_starters_10,away_subs_0,away_subs_1,away_subs_2,away_subs_3,away_subs_4,away_subs_5,away_subs_6,away_subs_7,away_subs_8,away_possession,away_shots_on_target,away_shots,away_touches,away_passes,away_tackles,away_clearances,away_corners,away_offsides,away_yellow_cards,away_fouls_conceded
74911,away,Arsenal,0,2,4,3,0,1,Crystal Palace,Vicente Guaita,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Nathaniel Clyne,Jordan Ayew,Eberechi Eze,Wilfried Zaha,Jeffrey Schlupp,Cheick Oumar Doucouré,Odsonne Édouard,Sam Johnstone,Joel Ward,Chris Richards,Luka Milivojevic,Will Hughes,Malcolm Ebiowei,Jairo Riedewald,Jean-Philippe Mateta,Luke Plange,56.3,2,10,770,562,18,19,3,1,1,16,Arsenal,Aaron Ramsdale,Ben White,Gabriel Magalhães,William Saliba,Oleksandr Zinchenko,Thomas Partey,Martin Ødegaard,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Kieran Tierney,Rob Holding,Cédric Soares,Albert Sambi Lokonga,Mohamed Elneny,Eddie Nketiah,Nicolas Pépé,Reiss Nelson,43.7,2,10,652,438,29,24,5,2,2,11
74912,home,Bournemouth,2,0,3,4,0,1,Bournemouth,Mark Travers,Lloyd Kelly,Chris Mepham,Jefferson Lerma,Adam Smith,Ben Pearson,Philip Billing,Jordan Zemura,Dominic Solanke,Marcus Tavernier,Kieffer Moore,Will Dennis,Jack Stacey,James Hill,Lewis Cook,Ryan Christie,Emiliano Marcondes,Junior Stanislas,Siriki Dembélé,Jaidon Anthony,34.4,3,7,501,301,20,36,5,1,3,18,Aston Villa,Emiliano Martínez,Matty Cash,Diego Carlos,Ezri Konsa,Lucas Digne,John McGinn,Jacob Ramsey,Boubacar Kamara,Danny Ings,Philippe Coutinho,Leon Bailey,Robin Olsen,Tyrone Mings,Calum Chambers,Ludwig Augustinsson,Ashley Young,Douglas Luiz,Emiliano Buendía,Ollie Watkins,Cameron Archer,65.6,2,15,770,571,10,8,5,4,3,16
74913,away,Chelsea,0,1,3,5,0,1,Everton,Jordan Pickford,James Tarkowski,Nathan Patterson,Yerry Mina,Vitaliy Mykolenko,Ben Godfrey,Dwight McNeil,Demarai Gray,Abdoulaye Doucouré,Alex Iwobi,Anthony Gordon,Asmir Begovic,Mason Holgate,Michael Keane,Rúben Vinagre,Allan,Dele Alli,Jean-Philippe Gbamin,Lewis Warrington,Stanley Mills,37.3,4,8,533,335,24,27,4,0,3,14,Chelsea,Édouard Mendy,Thiago Silva,Kalidou Koulibaly,César Azpilicueta,Jorginho,Ben Chilwell,N'Golo Kanté,Reece James,Raheem Sterling,Mason Mount,Kai Havertz,Kepa Arrizabalaga,Trevoh Chalobah,Marc Cucurella,Mateo Kovacic,Christian Pulisic,Ruben Loftus-Cheek,Hakim Ziyech,Conor Gallagher,Armando Broja,62.7,6,15,778,566,19,16,16,2,2,11
74914,draw,draw,2,2,3,4,0,1,Fulham,Marek Rodák,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Neeskens Kebano,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Aleksandar Mitrovic,Bernd Leno,Shane Duffy,Kevin Mbabu,Tom Cairney,Tyrese Francois,Luke Harris,Manor Solomon,Rodrigo Muniz,Jay Stansfield,33.1,3,9,499,294,25,30,4,4,2,7,Liverpool,Alisson,Virgil van Dijk,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Fabinho,Thiago,Jordan Henderson,Roberto Firmino,Mohamed Salah,Luis Díaz,Adrián,Joe Gomez,Stefan Bajcetic,Sepp van den Berg,Luke Chambers,James Milner,Harvey Elliott,Fábio Carvalho,Darwin Núñez,66.9,4,11,811,612,11,14,4,4,0,9
74915,home,Leeds United,2,1,4,1,0,1,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Rasmus Kristensen,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Rodrigo,Patrick Bamford,Kristoffer Klaesson,Leo Hjelde,Cody Drameh,Crysencio Summerville,Darko Gyabi,Mateusz Klich,Archie Gray,Joe Gelhardt,Sam Greenwood,40.1,4,12,551,355,21,22,6,0,2,13,Wolverhampton Wanderers,José Sá,Rayan Aït-Nouri,Nathan Collins,Jonny,Maximilian Kilman,Pedro Neto,Rúben Neves,Daniel Podence,Morgan Gibbs-White,Leander Dendoncker,Hwang Hee-Chan,Matija Sarkic,Yerson Mosquera,Willy Boly,Conor Coady,Hugo Bueno,Connor Ronan,Luke Cundle,Joseph Hodge,Chem Campbell,59.9,6,15,773,546,16,16,4,1,0,9
74916,draw,draw,2,2,1,5,0,1,Leicester City,Danny Ward,Wesley Fofana,Jonny Evans,Daniel Amartey,James Justin,Youri Tielemans,Kiernan Dewsbury-Hall,Wilfred Ndidi,Timothy Castagne,Jamie Vardy,James Maddison,Daniel Iversen,Çaglar Söyüncü,Luke Thomas,Marc Albrighton,Nampalys Mendy,Dennis Praet,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,55.4,5,14,748,580,13,12,5,2,0,6,Brentford,David Raya,Aaron Hickey,Rico Henry,Ben Mee,Pontus Jansson,Christian Nørgaard,Mathias Jensen,Vitaly Janelt,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Thomas Strakosha,Mads Bech Sørensen,Mads Roerslev,Finley Stevens,Josh Dasilva,Frank Onyeka,Shandon Baptiste,Halil Dervisoglu,Keane Lewis-Potter,44.6,3,8,604,457,11,16,6,2,0,5
74917,home,Newcastle United,2,0,5,3,0,1,Newcastle United,Nick Pope,Kieran Trippier,Fabian Schär,Matt Targett,Dan Burn,Joelinton,Joe Willock,Bruno Guimarães,Callum Wilson,Allan Saint-Maximin,Miguel Almirón,Martin Dúbravka,Paul Dummett,Sven Botman,Matt Ritchie,Ryan Fraser,Jacob Murphy,Elliot Anderson,Sean Longstaff,Chris Wood,61.4,10,23,675,469,19,14,11,2,0,9,Nottingham Forest,Dean Henderson,Joe Worrall,Moussa Niakhaté,Scott McKenna,Neco Williams,Jack Colback,Lewis O'Brien,Harry Toffolo,Jesse Lingard,Sam Surridge,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Loïc Mbe Soh,Orel Mangala,Cafú,Oliver Hammond,Taiwo Awoniyi,Alex Mighten,Lyle Taylor,38.6,0,5,504,294,15,36,1,0,3,14
74918,home,Tottenham Hotspur,4,1,5,5,0,1,Tottenham Hotspur,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Matt Doherty,Davinson Sánchez,Djed Spence,Clément Lenglet,Ivan Perisic,Yves Bissouma,Bryan Gil,Lucas Moura,57.5,8,18,733,554,24,18,10,2,3,11,Southampton,Gavin Bazunu,Kyle Walker-Peters,Moussa Djenepo,Mohammed Salisu,Jan Bednarek,Yan Valery,Oriol Romeu,James Ward-Prowse,Roméo Lavia,Joe Aribo,Adam Armstrong,Alex McCarthy,Jack Stephens,Romain Perraud,Armel Bella-Kotchap,Nathan Redmond,Stuart Armstrong,Mohamed Elyounoussi,Ibrahima Diallo,Che Adams,42.5,2,10,596,410,14,19,2,0,0,6
74919,away,Brighton and Hove Albion,1,2,5,4,0,1,Manchester United,David de Gea,Harry Maguire,Lisandro Martínez,Diogo Dalot,Luke Shaw,Bruno Fernandes,Fred,Scott McTominay,Marcus Rashford,Christian Eriksen,Jadon Sancho,Tom Heaton,Tyrell Malacia,Raphaël Varane,Aaron Wan-Bissaka,Donny van de Beek,James Garner,Alejandro Garnacho,Cristiano Ronaldo,Anthony Elanga,62.9,5,17,732,548,12,10,6,3,4,7,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Alexis Mac Allister,Pascal Groß,Adam Lallana,Moisés Caicedo,Solly March,Leandro Trossard,Danny Welbeck,Jason Steele,Tariq Lamptey,Levi Colwill,Jan Paul van Hecke,Enock Mwepu,Kaoru Mitoma,Neal Maupay,Jeremy Sarmiento,Deniz Undav,37.1,4,15,509,326,14,24,2,1,1,12
74920,away,Manchester City,0,2,5,5,0,1,West Ham United,Lukasz Fabianski,Ben Johnson,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Pablo Fornals,Manuel Lanzini,Jarrod Bowen,Tomás Soucek,Declan Rice,Michail Antonio,Alphonse Aréola,Darren Randolph,Harrison Ashby,Nikola Vlasic,Flynn Downes,Conor Coventry,Gianluca Scamacca,Saïd Benrahma,Armstrong Oko-Flex,24.6,1,6,391,263,14,17,1,4,0,8,Manchester City,Ederson,Kyle Walker,Rúben Dias,Nathan Aké,João Cancelo,Ilkay Gündogan,Rodri,Kevin De Bruyne,Erling Haaland,Jack Grealish,Phil Foden,Stefan Ortega,John Stones,Rico Lewis,Josh Wilson-Esbrand,Kalvin Phillips,Bernardo Silva,Cole Palmer,Julián Álvarez,Riyad Mahrez,75.4,2,14,967,833,6,11,4,1,1,4
74921,home,Arsenal,4,2,4,3,0,2,Arsenal,Aaron Ramsdale,Ben White,Gabriel Magalhães,William Saliba,Oleksandr Zinchenko,Thomas Partey,Martin Ødegaard,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Kieran Tierney,Rob Holding,Takehiro Tomiyasu,Emile Smith Rowe,Albert Sambi Lokonga,Mohamed Elneny,Eddie Nketiah,Nicolas Pépé,49.9,7,19,621,462,8,11,6,2,1,15,Leicester City,Danny Ward,Wesley Fofana,Jonny Evans,Daniel Amartey,James Justin,Youri Tielemans,Kiernan Dewsbury-Hall,Wilfred Ndidi,Timothy Castagne,Jamie Vardy,James Maddison,Daniel Iversen,Çaglar Söyüncü,Luke Thomas,Marc Albrighton,Nampalys Mendy,Dennis Praet,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,50.1,2,6,611,472,12,16,2,3,1,9
74922,home,Aston Villa,2,1,5,4,0,2,Aston Villa,Emiliano Martínez,Matty Cash,Diego Carlos,Tyrone Mings,Lucas Digne,John McGinn,Philippe Coutinho,Jacob Ramsey,Boubacar Kamara,Danny Ings,Ollie Watkins,Robin Olsen,Ezri Konsa,Calum Chambers,Ludwig Augustinsson,Ashley Young,Douglas Luiz,Emiliano Buendía,Leon Bailey,Cameron Archer,57.5,4,12,697,517,15,16,5,2,4,9,Everton,Jordan Pickford,James Tarkowski,Mason Holgate,Conor Coady,Nathan Patterson,Abdoulaye Doucouré,Alex Iwobi,Vitaliy Mykolenko,Dwight McNeil,Anthony Gordon,Demarai Gray,Asmir Begovic,Michael Keane,Séamus Coleman,Rúben Vinagre,Amadou Onana,Dele Alli,Tom Davies,Stanley Mills,Salomón Rondón,42.5,4,15,547,378,16,17,8,3,1,7
74923,home,Brentford,4,0,5,5,0,2,Brentford,David Raya,Aaron Hickey,Rico Henry,Ben Mee,Pontus Jansson,Mads Roerslev,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Ivan Toney,Bryan Mbeumo,Thomas Strakosha,Mads Bech Sørensen,Yoane Wissa,Frank Onyeka,Mikkel Damsgaard,Shandon Baptiste,Vitaly Janelt,Saman Ghoddos,Keane Lewis-Potter,33.3,7,13,421,255,6,13,8,1,0,6,Manchester United,David de Gea,Harry Maguire,Lisandro Martínez,Diogo Dalot,Luke Shaw,Bruno Fernandes,Marcus Rashford,Christian Eriksen,Fred,Jadon Sancho,Cristiano Ronaldo,Tom Heaton,Tyrell Malacia,Raphaël Varane,Aaron Wan-Bissaka,Donny van de Beek,James Garner,Scott McTominay,Alejandro Garnacho,Anthony Elanga,66.7,4,15,699,525,12,22,2,2,4,15
74924,draw,draw,0,0,3,3,0,2,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Solly March,Alexis Mac Allister,Leandro Trossard,Moisés Caicedo,Pascal Groß,Adam Lallana,Danny Welbeck,Jason Steele,Tariq Lamptey,Levi Colwill,Jan Paul van Hecke,Enock Mwepu,Steven Alzate,Kaoru Mitoma,Jeremy Sarmiento,Deniz Undav,54.5,7,13,542,374,18,19,7,1,2,8,Newcastle United,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Dan Burn,Joelinton,Joe Willock,Bruno Guimarães,Callum Wilson,Allan Saint-Maximin,Miguel Almirón,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Javier Manquillo,Matt Ritchie,Jacob Murphy,Elliot Anderson,Sean Longstaff,Chris Wood,45.5,1,4,508,314,12,32,3,4,3,6
74925,draw,draw,2,2,4,4,0,2,Chelsea,Édouard Mendy,Thiago Silva,Reece James,Kalidou Koulibaly,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Mason Mount,Marc Cucurella,Raheem Sterling,Kai Havertz,Kepa Arrizabalaga,Trevoh Chalobah,Ben Chilwell,César Azpilicueta,Christian Pulisic,Hakim Ziyech,Conor Gallagher,Armando Broja,Callum Hudson-Odoi,63.7,3,16,806,597,28,5,8,2,3,9,Tottenham Hotspur,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Matt Doherty,Davinson Sánchez,Japhet Tanganga,Ivan Perisic,Yves Bissouma,Richarlison,Bryan Gil,Lucas Moura,36.3,5,10,557,340,25,32,5,1,0,9
74926,draw,draw,1,1,4,5,1,2,Liverpool,Alisson,Virgil van Dijk,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Fabinho,James Milner,Harvey Elliott,Mohamed Salah,Luis Díaz,Darwin Núñez,Adrián,Joe Gomez,Konstantinos Tsimikas,Stefan Bajcetic,Sepp van den Berg,Naby Keïta,Jordan Henderson,Fábio Carvalho,Bobby Clark,73,4,24,951,741,20,8,4,3,2,7,Crystal Palace,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Nathaniel Clyne,Jordan Ayew,Eberechi Eze,Jeffrey Schlupp,Cheick Oumar Doucouré,Wilfried Zaha,Sam Johnstone,Chris Richards,Luka Milivojevic,Michael Olise,Will Hughes,Malcolm Ebiowei,Jean-Philippe Mateta,Odsonne Édouard,Luke Plange,27,3,7,495,274,23,38,2,2,4,8
74927,home,Manchester City,4,0,5,4,0,2,Manchester City,Ederson,Kyle Walker,Rúben Dias,Nathan Aké,João Cancelo,Ilkay Gündogan,Rodri,Kevin De Bruyne,Riyad Mahrez,Phil Foden,Erling Haaland,Stefan Ortega,John Stones,Luke Mbete,Rico Lewis,Josh Wilson-Esbrand,Jack Grealish,Bernardo Silva,Julián Álvarez,Liam Delap,66.7,7,19,840,696,8,4,11,2,0,9,Bournemouth,Mark Travers,Lloyd Kelly,Chris Mepham,Jefferson Lerma,Lewis Cook,Adam Smith,Jack Stacey,Ben Pearson,Ryan Christie,Marcus Tavernier,Kieffer Moore,Neto,James Hill,Marcos Senesi,Emiliano Marcondes,Junior Stanislas,Siriki Dembélé,Philip Billing,Jamal Lowe,Jaidon Anthony,33.3,1,3,463,353,10,20,1,1,3,9
74928,home,Nottingham Forest,1,0,3,3,0,2,Nottingham Forest,Dean Henderson,Joe Worrall,Moussa Niakhaté,Scott McKenna,Orel Mangala,Neco Williams,Lewis O'Brien,Harry Toffolo,Taiwo Awoniyi,Jesse Lingard,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Steve Cook,Loïc Mbe Soh,Cafú,Oliver Hammond,Sam Surridge,Alex Mighten,Lyle Taylor,43.2,6,13,497,288,16,29,6,3,4,10,West Ham United,Lukasz Fabianski,Ben Johnson,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Pablo Fornals,Tomás Soucek,Declan Rice,Michail Antonio,Jarrod Bowen,Saïd Benrahma,Alphonse Aréola,Darren Randolph,Harrison Ashby,Manuel Lanzini,Flynn Downes,Conor Coventry,Gianluca Scamacca,Maxwel Cornet,,56.8,5,19,585,381,16,17,7,2,1,11
74929,draw,draw,2,2,4,4,0,2,Southampton,Gavin Bazunu,Mohammed Salisu,Jan Bednarek,Armel Bella-Kotchap,Kyle Walker-Peters,James Ward-Prowse,Moussa Djenepo,Roméo Lavia,Che Adams,Stuart Armstrong,Mohamed Elyounoussi,Alex McCarthy,Lyanco,Jack Stephens,Yan Valery,Oriol Romeu,Joe Aribo,Ibrahima Diallo,Adam Armstrong,Sékou Mara,42.6,4,14,549,332,17,17,2,1,1,10,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Rasmus Kristensen,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Rodrigo,Patrick Bamford,Kristoffer Klaesson,Leo Hjelde,Cody Drameh,Adam Forshaw,Crysencio Summerville,Dan James,Mateusz Klich,Luis Sinisterra,Sam Greenwood,57.4,5,13,661,454,27,20,5,1,3,12
74930,draw,draw,0,0,3,4,0,2,Wolverhampton Wanderers,José Sá,Rayan Aït-Nouri,Nathan Collins,Jonny,Maximilian Kilman,Pedro Neto,Rúben Neves,Daniel Podence,Morgan Gibbs-White,Leander Dendoncker,Hwang Hee-Chan,Matija Sarkic,Willy Boly,Nélson Semedo,Toti,Connor Ronan,Luke Cundle,Chem Campbell,Gonçalo Guedes,Adama Traoré,59.6,1,7,691,496,18,14,5,1,3,7,Fulham,Marek Rodák,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Neeskens Kebano,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Aleksandar Mitrovic,Bernd Leno,Shane Duffy,Kevin Mbabu,Issa Diop,Tom Cairney,Nathaniel Chalobah,Tyrese Francois,Rodrigo Muniz,Jay Stansfield,40.4,3,9,525,328,19,22,3,0,3,14
74931,away,Arsenal,0,3,3,5,0,3,Bournemouth,Mark Travers,Lloyd Kelly,Chris Mepham,Marcos Senesi,Jefferson Lerma,Adam Smith,Marcus Tavernier,Ben Pearson,Jordan Zemura,Kieffer Moore,Philip Billing,Neto,Jack Stacey,James Hill,Lewis Cook,Ryan Christie,Emiliano Marcondes,Siriki Dembélé,Jamal Lowe,Jaidon Anthony,41.8,1,6,576,411,22,11,3,1,2,12,Arsenal,Aaron Ramsdale,Ben White,Gabriel Magalhães,William Saliba,Oleksandr Zinchenko,Thomas Partey,Martin Ødegaard,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Kieran Tierney,Rob Holding,Takehiro Tomiyasu,Emile Smith Rowe,Fábio Vieira,Albert Sambi Lokonga,Mohamed Elneny,Eddie Nketiah,58.2,6,14,773,580,14,20,4,3,1,10
74932,home,Crystal Palace,3,1,5,3,0,3,Crystal Palace,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Eberechi Eze,Jeffrey Schlupp,Cheick Oumar Doucouré,Jordan Ayew,Wilfried Zaha,Odsonne Édouard,Sam Johnstone,Joe Whitworth,Nathaniel Clyne,Chris Richards,Luka Milivojevic,Michael Olise,Will Hughes,Malcolm Ebiowei,Jean-Philippe Mateta,50.8,9,17,639,448,14,11,4,1,2,16,Aston Villa,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Lucas Digne,John McGinn,Jacob Ramsey,Boubacar Kamara,Emiliano Buendía,Ollie Watkins,Leon Bailey,Robin Olsen,Calum Chambers,Ludwig Augustinsson,Ashley Young,Douglas Luiz,Marvelous Nakamba,Philippe Coutinho,Danny Ings,Cameron Archer,49.2,5,13,612,428,26,8,2,1,1,14
74933,draw,draw,1,1,2,3,0,3,Everton,Jordan Pickford,James Tarkowski,Mason Holgate,Conor Coady,Nathan Patterson,Alex Iwobi,Vitaliy Mykolenko,Tom Davies,Anthony Gordon,Demarai Gray,Salomón Rondón,Asmir Begovic,Michael Keane,Séamus Coleman,Rúben Vinagre,Allan,Dwight McNeil,Amadou Onana,Dele Alli,Jean-Philippe Gbamin,48.3,8,19,602,412,13,15,6,4,3,6,Nottingham Forest,Dean Henderson,Steve Cook,Joe Worrall,Scott McKenna,Orel Mangala,Neco Williams,Lewis O'Brien,Harry Toffolo,Taiwo Awoniyi,Jesse Lingard,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Morgan Gibbs-White,Cheikhou Kouyaté,Ryan Yates,Remo Freuler,Sam Surridge,Alex Mighten,Emmanuel Dennis,51.7,5,14,613,444,22,20,2,1,2,9
74934,home,Fulham,3,2,3,4,0,3,Fulham,Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Jay Stansfield,Aleksandar Mitrovic,Marek Rodák,Shane Duffy,Kevin Mbabu,Issa Diop,Tom Cairney,Nathaniel Chalobah,Tyrese Francois,Luke Harris,Terry Ablade,43.7,9,18,498,311,12,22,6,5,3,13,Brentford,David Raya,Aaron Hickey,Rico Henry,Ben Mee,Pontus Jansson,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Thomas Strakosha,Mads Bech Sørensen,Mads Roerslev,Frank Onyeka,Shandon Baptiste,Vitaly Janelt,Saman Ghoddos,Halil Dervisoglu,Keane Lewis-Potter,56.3,5,13,592,417,12,9,3,7,2,7
74935,home,Leeds United,3,0,5,4,1,3,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Rasmus Kristensen,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Dan James,Rodrigo,Kristoffer Klaesson,Leo Hjelde,Cody Drameh,Adam Forshaw,Crysencio Summerville,Mateusz Klich,Luis Sinisterra,Joe Gelhardt,Sam Greenwood,39,6,12,514,318,26,14,4,1,0,16,Chelsea,Édouard Mendy,Thiago Silva,Reece James,Kalidou Koulibaly,Jorginho,Ruben Loftus-Cheek,Mason Mount,Conor Gallagher,Marc Cucurella,Raheem Sterling,Kai Havertz,Kepa Arrizabalaga,Trevoh Chalobah,Ben Chilwell,César Azpilicueta,Ethan Ampadu,Christian Pulisic,Hakim Ziyech,Carney Chukwuemeka,Callum Hudson-Odoi,61,3,14,719,494,22,12,6,7,1,15
74936,away,Southampton,1,2,3,3,0,3,Leicester City,Danny Ward,James Justin,Jonny Evans,Daniel Amartey,Timothy Castagne,Harvey Barnes,James Maddison,Ayoze Pérez,Kiernan Dewsbury-Hall,Wilfred Ndidi,Jamie Vardy,Daniel Iversen,Çaglar Söyüncü,Luke Thomas,Youri Tielemans,Marc Albrighton,Nampalys Mendy,Dennis Praet,Kelechi Iheanacho,Patson Daka,62,1,6,758,556,15,20,2,0,2,11,Southampton,Gavin Bazunu,Kyle Walker-Peters,Moussa Djenepo,Mohammed Salisu,Armel Bella-Kotchap,Joe Aribo,James Ward-Prowse,Adam Armstrong,Mohamed Elyounoussi,Roméo Lavia,Sékou Mara,Alex McCarthy,Lyanco,Jan Bednarek,Yan Valery,Oriol Romeu,Stuart Armstrong,Ibrahima Diallo,Che Adams,Theo Walcott,38,3,9,525,335,19,22,5,1,3,15
74937,home,Manchester United,2,1,5,3,0,3,Manchester United,David de Gea,Lisandro Martínez,Tyrell Malacia,Raphaël Varane,Diogo Dalot,Bruno Fernandes,Christian Eriksen,Jadon Sancho,Anthony Elanga,Scott McTominay,Marcus Rashford,Tom Heaton,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Fred,Donny van de Beek,Alejandro Garnacho,Cristiano Ronaldo,Anthony Martial,29.5,5,13,478,273,24,34,6,2,3,11,Liverpool,Alisson,Joe Gomez,Virgil van Dijk,Andrew Robertson,Trent Alexander-Arnold,James Milner,Jordan Henderson,Harvey Elliott,Roberto Firmino,Mohamed Salah,Luis Díaz,Adrián,Harvey Davies,Konstantinos Tsimikas,Stefan Bajcetic,Nathaniel Phillips,Sepp van den Berg,Fabinho,Fábio Carvalho,Bobby Clark,70.5,5,17,835,645,13,7,8,2,1,7
74938,draw,draw,3,3,4,1,0,3,Newcastle United,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Dan Burn,Joelinton,Joe Willock,Bruno Guimarães,Callum Wilson,Allan Saint-Maximin,Miguel Almirón,Martin Dúbravka,Jamaal Lascelles,Emil Krafth,Matt Ritchie,Ryan Fraser,Jacob Murphy,Elliot Anderson,Sean Longstaff,Chris Wood,31,6,12,440,275,13,22,5,2,4,14,Manchester City,Ederson,Kyle Walker,John Stones,Nathan Aké,João Cancelo,Ilkay Gündogan,Rodri,Kevin De Bruyne,Erling Haaland,Bernardo Silva,Phil Foden,Stefan Ortega,Rúben Dias,Luke Mbete,Rico Lewis,Kalvin Phillips,Sergio Gómez,Cole Palmer,Julián Álvarez,Riyad Mahrez,69,10,21,794,608,9,13,5,1,2,7
74939,home,Tottenham Hotspur,1,0,3,5,0,3,Tottenham Hotspur,Hugo Lloris,Davinson Sánchez,Eric Dier,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ivan Perisic,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Matt Doherty,Japhet Tanganga,Clément Lenglet,Ryan Sessegnon,Yves Bissouma,Richarlison,Bryan Gil,Lucas Moura,49.9,4,11,661,472,18,17,8,2,2,10,Wolverhampton Wanderers,José Sá,Nathan Collins,Jonny,Maximilian Kilman,Rayan Aït-Nouri,Pedro Neto,Rúben Neves,Matheus Nunes,João Moutinho,Daniel Podence,Gonçalo Guedes,Matija Sarkic,Willy Boly,Nélson Semedo,Toti,Leander Dendoncker,Luke Cundle,Raúl Jiménez,Hwang Hee-Chan,Adama Traoré,50.1,3,20,652,477,18,17,6,0,2,8
74940,away,Brighton and Hove Albion,0,2,4,3,0,3,West Ham United,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Thilo Kehrer,Pablo Fornals,Jarrod Bowen,Saïd Benrahma,Tomás Soucek,Declan Rice,Michail Antonio,Alphonse Aréola,Ben Johnson,Angelo Ogbonna,Harrison Ashby,Manuel Lanzini,Flynn Downes,Conor Coventry,Gianluca Scamacca,Maxwel Cornet,49.6,3,13,633,467,8,12,5,3,2,10,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Solly March,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Moisés Caicedo,Adam Lallana,Danny Welbeck,Jason Steele,Tariq Lamptey,Levi Colwill,Pervis Estupiñán,Enock Mwepu,Steven Alzate,Kaoru Mitoma,Neal Maupay,Deniz Undav,50.4,2,11,655,485,17,16,4,1,0,7
