match_id,winner_home_or_away,winner_team_name,home_score,away_score,home_substitutions,away_substitutions,red_cards,matchweek,home_name,home_starters_0,home_starters_1,home_starters_2,home_starters_3,home_starters_4,home_starters_5,home_starters_6,home_starters_7,home_starters_8,home_starters_9,home_starters_10,home_subs_0,home_subs_1,home_subs_2,home_subs_3,home_subs_4,home_subs_5,home_subs_6,home_subs_7,home_subs_8,home_possession,home_shots_on_target,home_shots,home_touches,home_passes,home_tackles,home_clearances,home_corners,home_offsides,home_yellow_cards,home_fouls_conceded,away_name,away_starters_0,away_starters_1,away_starters_2,away_starters_3,away_starters_4,away_starters_5,away_starters_6,away_starters_7,away_starters_8,away_starters_9,away_starters_10,away_subs_0,away_subs_1,away_subs_2,away_subs_3,away_subs_4,away_subs_5,away_subs_6,away_subs_7,away_subs_8,away_possession,away_shots_on_target,away_shots,away_touches,away_passes,away_tackles,away_clearances,away_corners,away_offsides,away_yellow_cards,away_fouls_conceded
75116,draw,draw,2,2,3,0,0,21,Leicester City,Danny Ward,Wout Faes,Daniel Amartey,Timothy Castagne,Luke Thomas,Harvey Barnes,Youri Tielemans,Nampalys Mendy,Dennis Praet,Jamie Vardy,Kiernan Dewsbury-Hall,Daniel Iversen,Çaglar Söyüncü,Jannik Vestergaard,James Maddison,Marc Albrighton,Lewis Brunt,Kasey McAteer,Kelechi Iheanacho,Patson Daka,36.6,2,9,522,369,16,18,5,0,0,9,Brighton & Hove Albion,Robert Sánchez,Lewis Dunk,Pascal Groß,Jan Paul van Hecke,Pervis Estupiñán,Solly March,Alexis Mac Allister,Adam Lallana,Kaoru Mitoma,Moisés Caicedo,Danny Welbeck,Jason Steele,Tariq Lamptey,Adam Webster,Joël Veltman,Billy Gilmour,Jeremy Sarmiento,Julio Enciso,Deniz Undav,Evan Ferguson,63.4,4,13,804,637,11,8,6,2,1,9
75117,draw,draw,0,0,5,4,0,21,Liverpool,Alisson,Joe Gomez,Ibrahima Konaté,James Milner,Andrew Robertson,Thiago,Naby Keïta,Stefan Bajcetic,Mohamed Salah,Cody Gakpo,Harvey Elliott,Caoimhín Kelleher,Konstantinos Tsimikas,Joël Matip,Trent Alexander-Arnold,Fabinho,Jordan Henderson,Alex Oxlade-Chamberlain,Curtis Jones,Darwin Núñez,47.5,3,15,697,477,18,15,5,5,3,16,Chelsea,Kepa Arrizabalaga,Trevoh Chalobah,Benoît Badiashile,Thiago Silva,Jorginho,Hakim Ziyech,Marc Cucurella,Lewis Hall,Mason Mount,Conor Gallagher,Kai Havertz,Marcus Bettinelli,Kalidou Koulibaly,César Azpilicueta,Bashir Humphreys,Ruben Loftus-Cheek,Mykhailo Mudryk,Carney Chukwuemeka,Pierre-Emerick Aubameyang,David Datro Fofana,52.5,2,11,776,540,21,32,5,1,1,9
75118,home,Manchester City,3,0,5,5,0,21,Manchester City,Ederson,John Stones,Aymeric Laporte,Manuel Akanji,Ilkay Gündogan,Rodri,Kevin De Bruyne,Rico Lewis,Erling Haaland,Jack Grealish,Riyad Mahrez,Stefan Ortega,Kyle Walker,Rúben Dias,Nathan Aké,João Cancelo,Kalvin Phillips,Bernardo Silva,Cole Palmer,Julián Álvarez,55.3,7,13,746,587,8,16,5,1,1,10,Wolverhampton Wanderers,José Sá,Nathan Collins,Nélson Semedo,Maximilian Kilman,Hugo Bueno,Mario Lemina,Rúben Neves,Matheus Nunes,Raúl Jiménez,Hwang Hee-Chan,Adama Traoré,Matija Sarkic,Rayan Aït-Nouri,Jonny,Toti,Pablo Sarabia,Daniel Podence,João Moutinho,Matheus Cunha,Diego Costa,44.7,1,10,634,478,15,20,7,0,2,10
75119,away,Aston Villa,0,1,6,4,0,21,Southampton,Gavin Bazunu,Kyle Walker-Peters,Lyanco,Duje Caleta-Car,Mohammed Salisu,James Ward-Prowse,Adam Armstrong,Samuel Edozie,Ibrahima Diallo,Roméo Lavia,Che Adams,Willy Caballero,Romain Perraud,Ainsley Maitland-Niles,Joe Aribo,Moussa Djenepo,Mohamed Elyounoussi,Carlos Alcaraz,Mislav Orsic,Sékou Mara,36.5,5,8,515,322,25,24,2,3,1,19,Aston Villa,Emiliano Martínez,Ezri Konsa,Tyrone Mings,Álex Moreno,Ashley Young,Douglas Luiz,Emiliano Buendía,Jacob Ramsey,Boubacar Kamara,Ollie Watkins,Leon Bailey,Robin Olsen,Viljami Sinisalo,Matty Cash,Calum Chambers,Morgan Sanson,Philippe Coutinho,Leander Dendoncker,Kadan Young,,63.5,5,16,755,566,19,9,2,0,2,9
75120,home,West Ham United,2,0,4,2,0,21,West Ham United,Lukasz Fabianski,Kurt Zouma,Angelo Ogbonna,Nayef Aguerd,Vladimír Coufal,Lucas Paquetá,Emerson,Declan Rice,Michail Antonio,Jarrod Bowen,Saïd Benrahma,Alphonse Aréola,Ben Johnson,Aaron Cresswell,Thilo Kehrer,Pablo Fornals,Manuel Lanzini,Flynn Downes,Tomás Soucek,Danny Ings,32.2,4,11,544,346,17,50,4,1,1,9,Everton,Jordan Pickford,James Tarkowski,Yerry Mina,Conor Coady,Amadou Onana,Vitaliy Mykolenko,Séamus Coleman,Idrissa Gueye,Dominic Calvert-Lewin,Demarai Gray,Alex Iwobi,Asmir Begovic,Mason Holgate,Rúben Vinagre,Tom Davies,Isaac Price,Dwight McNeil,Anthony Gordon,Neal Maupay,Ellis Simms,67.8,2,5,893,729,19,12,9,2,1,6
75121,away,Leicester City,2,4,5,5,0,22,Aston Villa,Emiliano Martínez,Ezri Konsa,Tyrone Mings,Ashley Young,Lucas Digne,Douglas Luiz,Emiliano Buendía,Jacob Ramsey,Boubacar Kamara,Ollie Watkins,Leon Bailey,Robin Olsen,Viljami Sinisalo,Matty Cash,Álex Moreno,Calum Chambers,John McGinn,Philippe Coutinho,Leander Dendoncker,Jhon Durán,63.2,4,19,739,564,9,7,11,2,0,10,Leicester City,Danny Ward,Wout Faes,Harry Souttar,Victor Kristiansen,Timothy Castagne,Harvey Barnes,Youri Tielemans,James Maddison,Kiernan Dewsbury-Hall,Tetê,Kelechi Iheanacho,Daniel Iversen,Çaglar Söyüncü,Luke Thomas,Nampalys Mendy,Dennis Praet,Lewis Brunt,Wanya Marçal-Madivadua,Jamie Vardy,Patson Daka,36.8,5,9,525,333,23,29,3,8,3,10
75122,home,Brentford,3,0,5,5,0,22,Brentford,David Raya,Aaron Hickey,Rico Henry,Ethan Pinnock,Ben Mee,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Matthew Cox,Zanka,Kristoffer Ajer,Mads Roerslev,Kevin Schade,Mikkel Damsgaard,Vitaly Janelt,Saman Ghoddos,Keane Lewis-Potter,48.3,4,14,579,396,13,18,4,1,1,10,Southampton,Gavin Bazunu,James Bree,Romain Perraud,Mohammed Salisu,Jan Bednarek,James Ward-Prowse,Samuel Edozie,Mohamed Elyounoussi,Ibrahima Diallo,Roméo Lavia,Che Adams,Willy Caballero,Lyanco,Kamaldeen Sulemana,Ainsley Maitland-Niles,Joe Aribo,Carlos Alcaraz,Paul Onuachu,Adam Armstrong,Theo Walcott,51.7,6,14,620,427,15,29,4,2,2,9
75123,home,Brighton & Hove Albion,1,0,0,3,0,22,Brighton & Hove Albion,Robert Sánchez,Lewis Dunk,Pervis Estupiñán,Joël Veltman,Tariq Lamptey,Pascal Groß,Kaoru Mitoma,Billy Gilmour,Solly March,Danny Welbeck,Deniz Undav,Jason Steele,Adam Webster,Jan Paul van Hecke,Odeluga Offiah,Moisés Caicedo,Facundo Buonanotte,Andrew Moran,Jeremy Sarmiento,Julio Enciso,71.8,6,20,850,682,17,4,7,0,3,14,Bournemouth,Neto,Chris Mepham,Adam Smith,Marcos Senesi,Jordan Zemura,Jefferson Lerma,Dango Ouattara,Philip Billing,Jaidon Anthony,Hamed Traorè,Antoine Semenyo,Mark Travers,Matías Viña,Jack Stacey,Ben Greenwood,Max Kinsey-Wellings,Ryan Christie,Joe Rothwell,Kieffer Moore,Euan Pollock,28.2,2,12,462,264,20,24,3,1,1,7
75124,draw,draw,0,0,5,5,0,22,Chelsea,Kepa Arrizabalaga,Benoît Badiashile,Thiago Silva,Reece James,Marc Cucurella,Enzo Fernández,Mason Mount,Conor Gallagher,Mykhailo Mudryk,Hakim Ziyech,Kai Havertz,Marcus Bettinelli,Trevoh Chalobah,Ben Chilwell,Kalidou Koulibaly,César Azpilicueta,Carney Chukwuemeka,Raheem Sterling,David Datro Fofana,Noni Madueke,66.9,3,12,874,662,24,14,6,3,1,16,Fulham,Bernd Leno,Kenny Tete,Tim Ream,Issa Diop,Antonee Robinson,Harrison Reed,Bobby De Cordova-Reid,Andreas Pereira,Willian,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Layvin Kurzawa,Tosin Adarabioyo,Shane Duffy,Harry Wilson,Tom Cairney,Dan James,Manor Solomon,Carlos Vinícius,33.1,4,10,545,313,19,20,2,0,4,12
75125,home,Everton,1,0,1,4,0,22,Everton,Jordan Pickford,James Tarkowski,Vitaliy Mykolenko,Séamus Coleman,Conor Coady,Dwight McNeil,Amadou Onana,Abdoulaye Doucouré,Alex Iwobi,Idrissa Gueye,Dominic Calvert-Lewin,Asmir Begovic,Mason Holgate,Yerry Mina,Ben Godfrey,Rúben Vinagre,Tom Davies,Demarai Gray,Neal Maupay,Ellis Simms,29.5,4,12,430,252,18,20,7,3,4,13,Arsenal,Aaron Ramsdale,Ben White,Gabriel Magalhães,William Saliba,Oleksandr Zinchenko,Thomas Partey,Martin Ødegaard,Granit Xhaka,Bukayo Saka,Gabriel Martinelli,Eddie Nketiah,Matt Turner,Kieran Tierney,Jakub Kiwior,Rob Holding,Takehiro Tomiyasu,Jorginho,Fábio Vieira,Amario Cozier-Duberry,Leandro Trossard,70.5,3,15,823,639,14,12,5,0,1,8
75126,home,Manchester United,2,1,4,4,1,22,Manchester United,David de Gea,Lisandro Martínez,Raphaël Varane,Luke Shaw,Aaron Wan-Bissaka,Bruno Fernandes,Marcus Rashford,Fred,Casemiro,Antony,Wout Weghorst,Tom Heaton,Victor Lindelöf,Harry Maguire,Tyrell Malacia,Diogo Dalot,Marcel Sabitzer,Kobbie Mainoo,Jadon Sancho,Alejandro Garnacho,39,5,14,669,487,21,16,5,1,1,9,Crystal Palace,Vicente Guaita,Tyrick Mitchell,Marc Guéhi,Nathaniel Clyne,Chris Richards,Michael Olise,Jordan Ayew,Jeffrey Schlupp,Will Hughes,Cheick Oumar Doucouré,Odsonne Édouard,Sam Johnstone,Joe Whitworth,James Tomkins,Luka Milivojevic,Albert Sambi Lokonga,Eberechi Eze,Naouirou Ahamada,Jairo Riedewald,Jean-Philippe Mateta,61,3,10,609,426,16,15,5,4,2,9
75127,draw,draw,1,1,3,5,0,22,Newcastle United,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Dan Burn,Joelinton,Joe Willock,Sean Longstaff,Callum Wilson,Allan Saint-Maximin,Miguel Almirón,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Jamal Lewis,Matt Ritchie,Ryan Fraser,Jacob Murphy,Elliot Anderson,Anthony Gordon,62.7,2,8,732,557,13,23,4,0,2,11,West Ham United,Lukasz Fabianski,Angelo Ogbonna,Thilo Kehrer,Nayef Aguerd,Vladimír Coufal,Lucas Paquetá,Emerson,Declan Rice,Michail Antonio,Jarrod Bowen,Saïd Benrahma,Krisztián Hegyi,Joseph Anang,Ben Johnson,Aaron Cresswell,Pablo Fornals,Manuel Lanzini,Flynn Downes,Tomás Soucek,Danny Ings,37.3,1,10,512,329,19,21,2,2,1,13
75128,home,Nottingham Forest,1,0,4,5,0,22,Nottingham Forest,Keylor Navas,Neco Williams,Scott McKenna,Willy Boly,Renan Lodi,Orel Mangala,Morgan Gibbs-White,Remo Freuler,Danilo,Brennan Johnson,Chris Wood,Wayne Hennessey,Felipe,Joe Worrall,Serge Aurier,Jack Colback,Jesse Lingard,Gustavo Scarpa,André Ayew,Sam Surridge,30.1,2,6,478,253,26,25,0,2,4,15,Leeds United,Illan Meslier,Luke Ayling,Liam Cooper,Pascal Struijk,Maximilian Wöber,Marc Roca,Jack Harrison,Tyler Adams,Luis Sinisterra,Wilfried Gnonto,Patrick Bamford,Joel Robles,Junior Firpo,Rasmus Kristensen,Brenden Aaronson,Crysencio Summerville,Weston McKennie,Georginio Rutter,Sam Greenwood,Mateo Joseph,69.9,4,10,804,585,19,10,2,3,2,14
75129,home,Tottenham Hotspur,1,0,3,2,1,22,Tottenham Hotspur,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ivan Perisic,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Pedro Porro,Davinson Sánchez,Clément Lenglet,Oliver Skipp,Arnaut Danjuma,Ryan Sessegnon,Yves Bissouma,Richarlison,35,3,12,478,303,14,24,4,2,2,19,Manchester City,Ederson,Kyle Walker,Nathan Aké,Manuel Akanji,Rico Lewis,Jack Grealish,Rodri,Bernardo Silva,Riyad Mahrez,Erling Haaland,Julián Álvarez,Stefan Ortega,Rúben Dias,Aymeric Laporte,Máximo Perrone,Kalvin Phillips,Ilkay Gündogan,Kevin De Bruyne,Sergio Gómez,Cole Palmer,65,5,15,741,556,19,13,6,1,3,14
75130,home,Wolverhampton Wanderers,3,0,5,5,0,22,Wolverhampton Wanderers,José Sá,Rayan Aït-Nouri,Craig Dawson,Nélson Semedo,Maximilian Kilman,Mario Lemina,Rúben Neves,Hwang Hee-Chan,Matheus Nunes,Matheus Cunha,Pablo Sarabia,Daniel Bentley,Nathan Collins,Jonny,Hugo Bueno,Daniel Podence,João Moutinho,Joseph Hodge,Raúl Jiménez,Adama Traoré,41.8,6,12,583,407,16,39,2,1,1,9,Liverpool,Alisson,Joe Gomez,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Thiago,Naby Keïta,Stefan Bajcetic,Mohamed Salah,Cody Gakpo,Darwin Núñez,Caoimhín Kelleher,Konstantinos Tsimikas,Nathaniel Phillips,James Milner,Jordan Henderson,Alex Oxlade-Chamberlain,Curtis Jones,Harvey Elliott,Fábio Carvalho,58.2,4,22,747,544,10,7,7,2,1,7
